PPID,EFFDT,FEATURECD,TWP,RGE,MER,TRM
01300005EQ,09/02/2007,THEORETIC,92,12,3,92-12-3
01300005EX,09/02/2007,THEORETIC,93,11,3,93-11-3
01300005F5,09/02/2007,THEORETIC,94,11,3,94-11-3
01300005FP,09/02/2007,THEORETIC,95,08,3,95-08-3
01300004C9,09/02/2007,THEORETIC,88,09,3,88-09-3
01300005SN,09/02/2007,THEORETIC,89,10,3,89-10-3
01300004PK,09/02/2007,THEORETIC,89,12,3,89-12-3
01300005E6,09/02/2007,THEORETIC,89,09,3,89-09-3
01300004CG,09/02/2007,THEORETIC,90,07,3,90-07-3
01300004PT,09/02/2007,THEORETIC,90,09,3,90-09-3
013000040J,09/02/2007,THEORETIC,91,10,3,91-10-3
013000040K,09/02/2007,THEORETIC,91,11,3,91-11-3
01300004CH,09/02/2007,THEORETIC,91,14,3,91-14-3
0130000526,09/02/2007,THEORETIC,91,07,3,91-07-3
013000040S,09/02/2007,THEORETIC,91,08,3,91-08-3
01300005EV,09/02/2007,THEORETIC,92,07,3,92-07-3
01300006H8,09/02/2007,THEORETIC,92,09,3,92-09-3
01300004CX,09/02/2007,THEORETIC,93,10,3,93-10-3
01300004CY,09/02/2007,THEORETIC,93,12,3,93-12-3
0130000410,09/02/2007,THEORETIC,93,14,3,93-14-3
01300005F6,09/02/2007,THEORETIC,94,12,3,94-12-3
0130000416,09/02/2007,THEORETIC,94,13,3,94-13-3
01300004D8,09/02/2007,THEORETIC,94,14,3,94-14-3
01300005FM,09/02/2007,THEORETIC,95,07,3,95-07-3
01300003YZ,09/02/2007,THEORETIC,82,13,3,82-13-3
01300003ZB,09/02/2007,THEORETIC,84,10,3,84-10-3
01300003ZJ,09/02/2007,THEORETIC,84,07,3,84-07-3
0130000400,09/02/2007,THEORETIC,88,10,3,88-10-3
01300004AY,09/02/2007,THEORETIC,80,05,3,80-05-3
01300004B5,09/02/2007,THEORETIC,81,26,2,81-26-2
01300004BH,09/02/2007,THEORETIC,83,03,3,83-03-3
01300004C2,09/02/2007,THEORETIC,87,25,2,87-25-2
01300004D9,09/02/2007,THEORETIC,94,25,2,94-25-2
01300004DA,09/02/2007,THEORETIC,94,03,3,94-03-3
01300004DG,09/02/2007,THEORETIC,95,03,3,95-03-3
01300004MY,09/02/2007,THEORETIC,80,02,3,80-02-3
01300004NB,09/02/2007,THEORETIC,82,05,3,82-05-3
01300004NK,09/02/2007,THEORETIC,83,25,2,83-25-2
01300005RD,09/02/2007,THEORETIC,80,06,3,80-06-3
01300005RJ,09/02/2007,THEORETIC,82,01,3,82-01-3
01300005RQ,09/02/2007,THEORETIC,82,04,3,82-04-3
01300005RR,09/02/2007,THEORETIC,83,01,3,83-01-3
01300005SL,09/02/2007,THEORETIC,88,04,3,88-04-3
01300005SR,09/02/2007,THEORETIC,89,26,2,89-26-2
013000062U,09/02/2007,THEORETIC,81,02,3,81-02-3
013000063Q,09/02/2007,THEORETIC,86,05,3,86-05-3
0130000641,09/02/2007,THEORETIC,88,24,2,88-24-2
0130000647,09/02/2007,THEORETIC,89,25,2,89-25-2
0130000648,09/02/2007,THEORETIC,89,04,3,89-04-3
013000064L,09/02/2007,THEORETIC,91,02,3,91-02-3
01300004NM,09/02/2007,THEORETIC,83,05,3,83-05-3
013000064U,09/02/2007,THEORETIC,92,24,2,92-24-2
0130000651,09/02/2007,THEORETIC,93,24,2,93-24-2
0130000658,09/02/2007,THEORETIC,94,06,3,94-06-3
013000065D,09/02/2007,THEORETIC,95,05,3,95-05-3
01300006EM,09/02/2007,THEORETIC,80,04,3,80-04-3
01300006EQ,09/02/2007,THEORETIC,81,04,3,81-04-3
01300006ER,09/02/2007,THEORETIC,81,05,3,81-05-3
01300006F0,09/02/2007,THEORETIC,82,06,3,82-06-3
01300006FB,09/02/2007,THEORETIC,84,03,3,84-03-3
01300006FR,09/02/2007,THEORETIC,87,01,3,87-01-3
01300006FY,09/02/2007,THEORETIC,87,04,3,87-04-3
01300006FZ,09/02/2007,THEORETIC,87,05,3,87-05-3
01300006GD,09/02/2007,THEORETIC,89,03,3,89-03-3
01300006GR,09/02/2007,THEORETIC,90,26,2,90-26-2
01300006HF,09/02/2007,THEORETIC,95,01,3,95-01-3
01300004CB,09/02/2007,THEORETIC,89,07,3,89-07-3
01300000C3,09/02/2007,THEORETIC,66,30,1,66-30-1
01300002NE,09/02/2007,SURVEYED,16,26,3,16-26-3
01300002HC,09/02/2007,SURVEYED,20,05,3,20-05-3
01300001G1,09/02/2007,SURVEYED,41,15,3,41-15-3
013000035Q,09/02/2007,SURVEYED,06,32,1,06-32-1
013000033Y,09/02/2007,SURVEYED,07,34,1,07-34-1
013000035N,09/02/2007,SURVEYED,06,31,1,06-31-1
013000035U,09/02/2007,SURVEYED,06,34,1,06-34-1
013000037S,09/02/2007,SURVEYED,05,34,1,05-34-1
0130000398,09/02/2007,SURVEYED,04,31,1,04-31-1
013000039D,09/02/2007,SURVEYED,04,34,1,04-34-1
01300003AR,09/02/2007,SURVEYED,03,30,1,03-30-1
01300003AT,09/02/2007,SURVEYED,03,31,1,03-31-1
01300001QE,12/12/2007,SURVEYED,37,20,2,37-20-2
0130000348,12/12/2007,SURVEYED,07,11,3,07-11-3
01300003G5,04/12/2008,SURVEYED,34,21,2,34-21-2
01300003FT,04/12/2008,SURVEYED,35,21,2,35-21-2
01300002FS,08/11/2012,SURVEYED,21,15,2,21-15-2
01300000D8,30/11/2010,SURVEYED,65,15,3,65-15-3
01300000D9,30/11/2010,SURVEYED,64,15,3,64-15-3
0130000089,16/02/2012,THEORETIC,83,20,3,83-20-3
0130000488,17/02/2012,THEORETIC,68,12,3,68-12-3
013000008V,22/02/2012,THEORETIC,77,30,1,77-30-1
01300004ME,22/02/2012,THEORETIC,77,01,2,77-01-2
01300000F2,22/02/2012,THEORETIC,62,30,1,62-30-1
01300000AU,17/02/2012,SURVEYED,70,16,3,70-16-3
01300000BW,22/02/2012,SURVEYED,67,23,3,67-23-3
01300006EX,02/02/2012,THEORETIC,82,21,3,82-21-3
0130000004,22/02/2012,SURVEYED,67,24,3,67-24-3
01300006BZ,22/02/2012,THEORETIC,66,25,3,66-25-3
01300003VU,23/02/2012,SURVEYED,61,02,3,61-02-3
013000008V,22/02/2012,SURVEYED,77,30,1,77-30-1
01300000AM,17/02/2012,THEORETIC,71,16,3,71-16-3
013000047A,22/02/2012,SURVEYED,61,04,2,61-04-2
01300006B7,22/02/2012,THEORETIC,60,02,3,60-02-3
013000047A,22/02/2012,THEORETIC,61,04,2,61-04-2
0130000004,22/02/2012,THEORETIC,67,24,3,67-24-3
01300003VU,09/02/2007,THEORETIC,61,02,3,61-02-3
01300002BG,25/03/2015,SURVEYED,23,18,3,23-18-3
01300001WD,16/08/2012,SURVEYED,32,26,3,32-26-3
01300003A7,25/03/2015,SURVEYED,04,30,2,04-30-2
013000014V,16/08/2012,SURVEYED,48,27,2,48-27-2
01300003CN,25/03/2015,SURVEYED,02,13,3,02-13-3
01300002RU,07/11/2012,SURVEYED,15,20,2,15-20-2
01300002D0,09/01/2013,SURVEYED,22,18,3,22-18-3
01300003B2,25/03/2015,SURVEYED,03,13,3,03-13-3
01300001M5,25/03/2015,SURVEYED,38,17,3,38-17-3
01300002LP,09/01/2013,SURVEYED,17,27,3,17-27-3
01300001GG,18/01/2013,SURVEYED,41,05,2,41-05-2
01300001GG,18/01/2013,THEORETIC,41,05,2,41-05-2
01300001VF,25/03/2015,SURVEYED,33,20,3,33-20-3
01300002MX,25/03/2015,SURVEYED,17,08,3,17-08-3
01300001SL,25/03/2015,SURVEYED,35,17,3,35-17-3
01300002R1,25/03/2015,SURVEYED,15,07,3,15-07-3
01300001HL,25/03/2015,SURVEYED,40,23,3,40-23-3
01300002W8,25/03/2015,SURVEYED,12,13,3,12-13-3
013000038P,25/03/2015,SURVEYED,05,30,2,05-30-2
01300001EK,25/03/2015,SURVEYED,42,15,3,42-15-3
013000015Q,25/03/2015,SURVEYED,47,08,3,47-08-3
01300002PH,25/03/2015,SURVEYED,16,07,3,16-07-3
01300002XU,25/03/2015,SURVEYED,11,12,3,11-12-3
01300002MZ,25/03/2015,SURVEYED,17,07,3,17-07-3
013000001X,03/09/2014,SURVEYED,55,04,2,55-04-2
01300001NE,24/12/2008,SURVEYED,38,25,2,38-25-2
01300003BS,08/02/2012,SURVEYED,03,30,2,03-30-2
0130000118,23/03/2011,SURVEYED,50,31,1,50-31-1
013000013Q,05/06/2013,SURVEYED,49,04,2,49-04-2
01300003NV,08/02/2012,SURVEYED,05,16,2,05-16-2
013000038Q,08/02/2012,SURVEYED,05,15,2,05-15-2
01300001JY,08/02/2012,SURVEYED,40,01,3,40-01-3
01300002EJ,08/02/2012,SURVEYED,21,31,1,21-31-1
01300001BN,08/02/2012,SURVEYED,43,26,3,43-26-3
01300002UC,08/02/2012,SURVEYED,13,01,2,13-01-2
01300002U7,08/02/2012,SURVEYED,13,34,1,13-34-1
01300000RX,08/02/2012,SURVEYED,54,16,3,54-16-3
01300002EG,08/02/2012,SURVEYED,21,30,1,21-30-1
01300002TZ,08/02/2012,SURVEYED,13,30,1,13-30-1
013000000L,08/02/2012,SURVEYED,65,06,3,65-06-3
01300000DV,08/02/2012,SURVEYED,64,07,3,64-07-3
01300000H2,08/02/2012,SURVEYED,61,26,2,61-26-2
013000029S,16/08/2012,SURVEYED,24,22,3,24-22-3
0130000080,15/02/2012,THEORETIC,85,23,3,85-23-3
01300005S1,15/02/2012,THEORETIC,84,23,3,84-23-3
01300002B6,16/08/2012,SURVEYED,23,23,3,23-23-3
01300000EK,11/09/2012,THEORETIC,63,12,3,63-12-3
01300000A5,09/11/2012,SURVEYED,73,11,3,73-11-3
01300003KF,09/11/2012,SURVEYED,19,08,3,19-08-3
01300000VY,09/11/2012,SURVEYED,52,30,1,52-30-1
01300000W1,09/11/2012,SURVEYED,52,31,1,52-31-1
01300002FV,09/11/2012,SURVEYED,21,16,2,21-16-2
013000011W,09/11/2012,SURVEYED,49,02,2,49-02-2
01300000ZS,08/11/2012,SURVEYED,50,32,1,50-32-1
013000001X,03/09/2014,THEORETIC,55,04,2,55-04-2
01300002LE,09/11/2012,SURVEYED,18,08,3,18-08-3
01300001NF,09/11/2012,SURVEYED,37,25,3,37-25-3
013000003M,09/11/2012,SURVEYED,49,09,2,49-09-2
01300000A6,09/11/2012,SURVEYED,73,10,3,73-10-3
01300002LA,09/11/2012,SURVEYED,18,09,3,18-09-3
01300002JP,09/11/2012,SURVEYED,19,09,3,19-09-3
01300002FX,09/11/2012,SURVEYED,21,17,2,21-17-2
0130000145,09/11/2012,SURVEYED,48,08,2,48-08-2
01300000XV,09/11/2012,SURVEYED,51,31,1,51-31-1
01300003AL,13/03/2014,SURVEYED,04,23,2,04-23-2
01300000UN,13/03/2014,SURVEYED,53,05,3,53-05-3
01300003N5,29/05/2013,SURVEYED,09,02,2,09-02-2
01300003LH,28/05/2015,SURVEYED,16,02,2,16-02-2
0130000133,28/05/2015,SURVEYED,49,08,2,49-08-2
013000030W,29/05/2013,SURVEYED,09,03,2,09-03-2
01300000YG,28/05/2015,SURVEYED,51,09,2,51-09-2
013000028K,28/05/2015,SURVEYED,25,06,2,25-06-2
013000007B,05/06/2013,SURVEYED,95,25,3,95-25-3
01300000LR,05/06/2013,SURVEYED,57,12,3,57-12-3
01300000K5,05/06/2013,SURVEYED,57,13,3,57-13-3
01300001XU,05/06/2013,SURVEYED,32,13,2,32-13-2
01300004XG,05/06/2013,SURVEYED,65,08,3,65-08-3
01300000LX,05/06/2013,SURVEYED,56,11,3,56-11-3
01300005NM,05/06/2013,SURVEYED,65,09,3,65-09-3
01300000DT,05/06/2013,SURVEYED,65,07,3,65-07-3
013000009D,05/06/2013,SURVEYED,77,10,3,77-10-3
013000003X,05/06/2013,SURVEYED,48,13,3,48-13-3
013000007C,05/06/2013,SURVEYED,94,25,3,94-25-3
01300002Q9,05/06/2013,SURVEYED,15,24,3,15-24-3
01300001L2,09/02/2007,SURVEYED,39,06,2,39-06-2
013000006Q,09/01/2015,SURVEYED,38,28,3,38-28-3
01300001MF,09/02/2007,SURVEYED,38,02,2,38-02-2
01300001ML,09/02/2007,SURVEYED,38,05,2,38-05-2
01300001QP,09/02/2007,THEORETIC,37,03,2,37-03-2
01300001PF,09/02/2007,SURVEYED,37,06,2,37-06-2
01300001PH,09/02/2007,SURVEYED,37,07,2,37-07-2
01300001PP,09/02/2007,SURVEYED,37,09,2,37-09-2
01300001RA,09/02/2007,SURVEYED,36,06,2,36-06-2
01300001RC,09/02/2007,SURVEYED,36,07,2,36-07-2
01300003NK,19/08/2015,SURVEYED,08,06,2,08-06-2
013000016W,09/02/2007,THEORETIC,46,30,1,46-30-1
013000015A,09/02/2007,THEORETIC,47,32,1,47-32-1
013000018Q,09/02/2007,THEORETIC,45,31,1,45-31-1
01300002H2,19/08/2015,SURVEYED,20,12,2,20-12-2
01300001KQ,09/01/2015,SURVEYED,39,32,1,39-32-1
01300001KQ,09/02/2007,THEORETIC,39,32,1,39-32-1
0130000156,09/02/2007,THEORETIC,47,30,1,47-30-1
013000015D,09/02/2007,THEORETIC,47,01,2,47-01-2
01300000ZF,19/08/2015,SURVEYED,50,18,3,50-18-3
0130000158,09/02/2007,THEORETIC,47,31,1,47-31-1
013000015D,09/02/2007,SURVEYED,47,01,2,47-01-2
01300001FL,09/01/2015,SURVEYED,42,23,2,42-23-2
0130000172,09/02/2007,THEORETIC,46,01,2,46-01-2
01300001KV,09/01/2015,SURVEYED,39,02,2,39-02-2
01300001CP,09/02/2007,THEORETIC,43,30,1,43-30-1
01300001CX,09/02/2007,THEORETIC,43,01,2,43-01-2
01300001EG,09/02/2007,THEORETIC,42,30,1,42-30-1
01300001EJ,09/02/2007,THEORETIC,42,31,1,42-31-1
01300001H9,09/01/2015,SURVEYED,40,25,3,40-25-3
01300001HY,09/02/2007,THEORETIC,41,31,1,41-31-1
01300001G4,09/02/2007,THEORETIC,41,01,2,41-01-2
01300001HX,09/02/2007,THEORETIC,40,30,1,40-30-1
01300001HZ,09/02/2007,THEORETIC,40,31,1,40-31-1
01300001J2,09/02/2007,THEORETIC,40,32,1,40-32-1
01300001J5,09/02/2007,THEORETIC,40,01,2,40-01-2
01300003FC,09/02/2007,THEORETIC,39,31,1,39-31-1
01300001KR,09/02/2007,THEORETIC,39,01,2,39-01-2
01300001M9,09/02/2007,THEORETIC,38,31,1,38-31-1
01300001MD,09/02/2007,THEORETIC,38,32,1,38-32-1
013000018S,09/02/2007,SURVEYED,45,32,1,45-32-1
01300001HX,09/01/2015,SURVEYED,40,30,1,40-30-1
01300001CC,09/02/2007,THEORETIC,44,01,2,44-01-2
01300001MH,09/01/2015,SURVEYED,38,03,2,38-03-2
01300001CR,09/02/2007,THEORETIC,43,31,1,43-31-1
01300001CU,09/02/2007,THEORETIC,43,32,1,43-32-1
01300001EN,09/02/2007,THEORETIC,42,01,2,42-01-2
01300001G3,09/02/2007,THEORETIC,41,32,1,41-32-1
01300003FB,09/02/2007,THEORETIC,38,30,1,38-30-1
01300001NX,09/02/2007,THEORETIC,37,30,1,37-30-1
01300001P3,09/02/2007,THEORETIC,37,32,1,37-32-1
01300001P4,09/02/2007,SURVEYED,37,01,2,37-01-2
01300001R0,09/02/2007,SURVEYED,36,01,2,36-01-2
01300001VP,09/02/2007,SURVEYED,33,33,1,33-33-1
01300001QW,09/02/2007,SURVEYED,36,31,1,36-31-1
01300001QY,09/02/2007,SURVEYED,36,32,1,36-32-1
01300001U5,09/02/2007,SURVEYED,34,32,1,34-32-1
01300001VN,09/02/2007,SURVEYED,33,32,1,33-32-1
01300001X2,09/02/2007,SURVEYED,32,31,1,32-31-1
01300003FD,09/02/2007,SURVEYED,38,01,2,38-01-2
01300003FV,09/02/2007,SURVEYED,34,30,1,34-30-1
01300003FW,09/02/2007,SURVEYED,34,33,1,34-33-1
0130000231,09/02/2007,SURVEYED,29,26,2,29-26-2
01300001NN,09/01/2015,SURVEYED,37,24,3,37-24-3
013000029M,09/02/2007,SURVEYED,25,22,2,25-22-2
01300002B1,09/02/2007,SURVEYED,24,23,2,24-23-2
01300002L6,09/01/2015,SURVEYED,18,04,2,18-04-2
01300001ZM,09/02/2007,SURVEYED,31,19,2,31-19-2
01300001ZP,09/02/2007,SURVEYED,31,20,2,31-20-2
01300001EX,09/01/2015,SURVEYED,42,06,2,42-06-2
013000021A,09/02/2007,SURVEYED,30,19,2,30-19-2
013000021F,09/02/2007,SURVEYED,30,21,2,30-21-2
01300001D5,09/01/2015,SURVEYED,43,05,2,43-05-2
01300001G3,09/01/2015,SURVEYED,41,32,1,41-32-1
013000021C,09/02/2007,SURVEYED,30,20,2,30-20-2
0130000236,09/02/2007,SURVEYED,29,20,2,29-20-2
0130000239,09/02/2007,SURVEYED,29,21,2,29-21-2
0130000285,09/02/2007,SURVEYED,26,22,2,26-22-2
013000029J,09/02/2007,SURVEYED,25,20,2,25-20-2
01300002AW,09/02/2007,SURVEYED,24,26,2,24-26-2
01300004UN,09/02/2007,THEORETIC,118,11,2,118-11-2
0130000698,09/02/2007,THEORETIC,118,13,2,118-13-2
01300004H3,09/02/2007,THEORETIC,118,14,2,118-14-2
013000069G,09/02/2007,THEORETIC,119,13,2,119-13-2
01300003TM,09/02/2007,THEORETIC,119,14,2,119-14-2
01300004HA,09/02/2007,THEORETIC,119,09,2,119-09-2
01300005Y2,09/02/2007,THEORETIC,120,14,2,120-14-2
01300005LE,09/02/2007,THEORETIC,122,11,2,122-11-2
013000058E,09/02/2007,THEORETIC,123,10,2,123-10-2
01300005LM,09/02/2007,THEORETIC,123,12,2,123-12-2
01300005YL,09/02/2007,THEORETIC,124,10,2,124-10-2
01300004VV,09/02/2007,THEORETIC,125,13,2,125-13-2
01300005M2,09/02/2007,THEORETIC,125,08,2,125-08-2
013000058V,09/02/2007,THEORETIC,125,09,2,125-09-2
01300003V1,09/02/2007,THEORETIC,126,13,2,126-13-2
01300004JM,09/02/2007,THEORETIC,127,11,2,127-11-2
01300005MA,09/02/2007,THEORETIC,127,13,2,127-13-2
013000068L,09/02/2007,THEORETIC,113,08,2,113-08-2
013000068M,09/02/2007,THEORETIC,114,14,2,114-14-2
013000068R,09/02/2007,THEORETIC,115,11,2,115-11-2
013000068X,09/02/2007,THEORETIC,115,08,2,115-08-2
013000069N,09/02/2007,THEORETIC,120,07,2,120-07-2
013000069R,09/02/2007,THEORETIC,121,14,2,121-14-2
01300006AH,09/02/2007,THEORETIC,126,10,2,126-10-2
01300006AJ,09/02/2007,THEORETIC,126,12,2,126-12-2
01300006AL,09/02/2007,THEORETIC,126,14,2,126-14-2
01300006AP,09/02/2007,THEORETIC,126,07,2,126-07-2
01300004W7,09/02/2007,THEORETIC,127,09,2,127-09-2
013000044A,09/02/2007,THEORETIC,112,09,2,112-09-2
01300004GD,09/02/2007,THEORETIC,114,10,2,114-10-2
01300005KD,09/02/2007,THEORETIC,115,14,2,115-14-2
01300004TL,09/02/2007,THEORETIC,112,08,2,112-08-2
01300004TN,09/02/2007,THEORETIC,113,13,2,113-13-2
01300004TY,09/02/2007,THEORETIC,114,09,2,114-09-2
01300004U0,09/02/2007,THEORETIC,115,13,2,115-13-2
01300004UE,09/02/2007,THEORETIC,117,11,2,117-11-2
01300004UL,09/02/2007,THEORETIC,117,08,2,117-08-2
01300004UR,09/02/2007,THEORETIC,118,07,2,118-07-2
01300004UZ,09/02/2007,THEORETIC,121,10,2,121-10-2
01300004V1,09/02/2007,THEORETIC,121,12,2,121-12-2
01300004V5,09/02/2007,THEORETIC,122,12,2,122-12-2
01300004VS,09/02/2007,THEORETIC,124,08,2,124-08-2
01300004W1,09/02/2007,THEORETIC,126,09,2,126-09-2
013000056U,09/02/2007,THEORETIC,114,07,2,114-07-2
0130000579,09/02/2007,THEORETIC,117,07,2,117-07-2
013000057B,09/02/2007,THEORETIC,118,10,2,118-10-2
013000057L,09/02/2007,THEORETIC,118,08,2,118-08-2
013000057M,09/02/2007,THEORETIC,119,12,2,119-12-2
013000057Q,09/02/2007,THEORETIC,119,07,2,119-07-2
013000057T,09/02/2007,THEORETIC,120,11,2,120-11-2
013000057U,09/02/2007,THEORETIC,120,12,2,120-12-2
0130000581,09/02/2007,THEORETIC,120,09,2,120-09-2
01300002AZ,09/02/2007,SURVEYED,24,19,2,24-19-2
013000023A,09/02/2007,SURVEYED,29,22,2,29-22-2
013000024V,09/02/2007,SURVEYED,28,26,2,28-26-2
0130000251,09/02/2007,SURVEYED,28,23,2,28-23-2
013000029H,09/02/2007,SURVEYED,25,19,2,25-19-2
01300002G2,09/02/2007,SURVEYED,21,25,2,21-25-2
01300002G4,09/02/2007,SURVEYED,21,24,2,21-24-2
0130000589,09/02/2007,THEORETIC,121,07,2,121-07-2
013000058A,09/02/2007,THEORETIC,121,09,2,121-09-2
013000058F,09/02/2007,THEORETIC,123,13,2,123-13-2
0130000594,09/02/2007,THEORETIC,127,12,2,127-12-2
01300003SC,09/02/2007,THEORETIC,112,14,2,112-14-2
01300003SG,09/02/2007,THEORETIC,112,07,2,112-07-2
01300003TJ,09/02/2007,THEORETIC,118,09,2,118-09-2
01300003TL,09/02/2007,THEORETIC,119,10,2,119-10-2
01300003UE,09/02/2007,THEORETIC,122,08,2,122-08-2
01300003UF,09/02/2007,THEORETIC,122,09,2,122-09-2
01300003UJ,09/02/2007,THEORETIC,123,11,2,123-11-2
01300003UP,09/02/2007,THEORETIC,124,14,2,124-14-2
01300005KP,09/02/2007,THEORETIC,117,13,2,117-13-2
01300005L2,09/02/2007,THEORETIC,119,08,2,119-08-2
01300005LU,09/02/2007,THEORETIC,124,11,2,124-11-2
01300005LY,09/02/2007,THEORETIC,125,10,2,125-10-2
01300005M9,09/02/2007,THEORETIC,127,10,2,127-10-2
01300005MC,09/02/2007,THEORETIC,127,06,2,127-06-2
013000044W,09/02/2007,THEORETIC,115,07,2,115-07-2
013000044Y,09/02/2007,THEORETIC,116,12,2,116-12-2
0130000457,09/02/2007,THEORETIC,117,14,2,117-14-2
013000045B,09/02/2007,THEORETIC,117,09,2,117-09-2
0130000467,09/02/2007,THEORETIC,122,07,2,122-07-2
013000046N,09/02/2007,THEORETIC,126,11,2,126-11-2
01300004DW,09/02/2007,THEORETIC,97,21,2,97-21-2
01300004E5,09/02/2007,THEORETIC,98,19,2,98-19-2
01300004ED,09/02/2007,THEORETIC,100,23,2,100-23-2
01300004EU,09/02/2007,THEORETIC,103,19,2,103-19-2
01300004EV,09/02/2007,THEORETIC,103,20,2,103-20-2
01300004EY,09/02/2007,THEORETIC,103,22,2,103-22-2
01300004F9,09/02/2007,THEORETIC,105,23,2,105-23-2
01300004FB,09/02/2007,THEORETIC,106,16,2,106-16-2
01300003QE,09/02/2007,THEORETIC,100,17,2,100-17-2
01300003QG,09/02/2007,THEORETIC,100,19,2,100-19-2
01300004RC,09/02/2007,THEORETIC,100,22,2,100-22-2
01300003E0,09/02/2007,SURVEYED,01,33,1,01-33-1
01300003E2,09/02/2007,SURVEYED,01,01,2,01-01-2
013000037P,02/11/2010,SURVEYED,05,33,1,05-33-1
01300003E1,09/02/2007,SURVEYED,01,34,1,01-34-1
01300003LZ,09/02/2007,SURVEYED,12,31,1,12-31-1
01300003M1,09/02/2007,SURVEYED,12,01,2,12-01-2
01300003P0,09/02/2007,SURVEYED,04,33,1,04-33-1
01300003P1,09/02/2007,SURVEYED,04,01,2,04-01-2
013000023Y,02/11/2010,SURVEYED,28,09,2,28-09-2
01300001VC,30/03/2016,SURVEYED,33,24,3,33-24-3
01300000ER,09/02/2007,THEORETIC,63,13,3,63-13-3
01300006C2,09/02/2007,THEORETIC,67,05,3,67-05-3
01300000CD,09/02/2007,THEORETIC,64,27,3,64-27-3
01300000C1,09/02/2007,SURVEYED,67,17,3,67-17-3
01300000HQ,09/02/2007,THEORETIC,59,11,3,59-11-3
01300003W5,09/02/2007,THEORETIC,63,11,3,63-11-3
01300004KT,09/02/2007,THEORETIC,66,17,3,66-17-3
013000023T,02/11/2010,SURVEYED,28,06,2,28-06-2
01300000F5,09/02/2007,THEORETIC,62,13,3,62-13-3
01300000JS,09/02/2007,THEORETIC,58,06,3,58-06-3
013000059G,09/02/2007,THEORETIC,60,11,3,60-11-3
01300000CZ,09/02/2007,THEORETIC,65,19,3,65-19-3
01300000D2,09/02/2007,THEORETIC,65,18,3,65-18-3
01300004KX,09/02/2007,THEORETIC,66,22,3,66-22-3
013000028M,02/11/2010,SURVEYED,25,07,2,25-07-2
01300000F7,09/02/2007,THEORETIC,62,12,3,62-12-3
01300006B4,09/02/2007,THEORETIC,59,05,3,59-05-3
01300000HY,09/02/2007,THEORETIC,59,06,3,59-06-3
01300003AK,30/03/2016,SURVEYED,04,24,2,04-24-2
01300003HR,30/03/2016,SURVEYED,26,02,2,26-02-2
01300000VE,30/03/2016,SURVEYED,54,20,2,54-20-2
01300002BP,02/11/2010,SURVEYED,23,10,2,23-10-2
01300002DB,02/11/2010,SURVEYED,22,10,2,22-10-2
01300003CU,03/01/2008,SURVEYED,01,30,3,01-30-3
0130000309,04/12/2007,SURVEYED,10,20,2,10-20-2
01300001JS,03/12/2007,SURVEYED,40,10,2,40-10-2
01300002SN,02/01/2008,SURVEYED,14,11,3,14-11-3
01300000UU,30/03/2016,SURVEYED,54,11,2,54-11-2
01300000CW,30/03/2016,SURVEYED,65,20,3,65-20-3
01300001KF,02/01/2008,SURVEYED,39,20,3,39-20-3
013000002P,02/01/2008,SURVEYED,53,19,3,53-19-3
013000018C,02/01/2008,SURVEYED,45,21,3,45-21-3
01300001LV,02/01/2008,SURVEYED,39,19,2,39-19-2
0130000250,02/01/2008,SURVEYED,28,20,2,28-20-2
01300000SB,26/06/2018,SURVEYED,54,11,3,54-11-3
01300000G1,09/02/2007,SURVEYED,60,21,3,60-21-3
01300000FE,09/02/2007,SURVEYED,61,22,3,61-22-3
013000003V,09/02/2007,SURVEYED,48,15,3,48-15-3
01300000PM,09/02/2007,SURVEYED,55,20,3,55-20-3
01300000G0,09/02/2007,SURVEYED,60,22,3,60-22-3
01300000CT,19/03/2013,SURVEYED,64,22,3,64-22-3
01300000K0,09/02/2007,SURVEYED,57,15,3,57-15-3
01300003CK,26/06/2018,SURVEYED,02,02,2,02-02-2
01300000S0,09/02/2007,SURVEYED,54,15,3,54-15-3
01300000E7,19/03/2013,SURVEYED,63,22,3,63-22-3
01300001Y8,09/02/2007,SURVEYED,32,20,2,32-20-2
0130000061,09/02/2007,SURVEYED,41,17,2,41-17-2
01300003AC,09/02/2007,SURVEYED,04,18,2,04-18-2
01300002Q6,26/06/2018,SURVEYED,16,21,2,16-21-2
01300002VB,09/02/2007,SURVEYED,13,15,2,13-15-2
01300002TL,09/02/2007,SURVEYED,14,18,2,14-18-2
01300002WQ,09/02/2007,SURVEYED,12,11,2,12-11-2
01300002YE,09/02/2007,SURVEYED,11,14,2,11-14-2
013000027B,26/09/2018,SURVEYED,27A,15,2,27A-15-2
0130000308,09/02/2007,SURVEYED,10,19,2,10-19-2
01300003N1,09/02/2007,SURVEYED,10,24,2,10-24-2
01300003PM,09/02/2007,SURVEYED,03,27,2,03-27-2
013000011X,26/06/2018,SURVEYED,49,12,3,49-12-3
01300003A9,09/02/2007,SURVEYED,04,16,2,04-16-2
01300003A8,09/02/2007,SURVEYED,04,15,2,04-15-2
01300002D7,09/02/2007,SURVEYED,22,08,2,22-08-2
01300001ND,19/03/2013,SURVEYED,38,18,2,38-18-2
01300002MQ,09/02/2007,SURVEYED,17,04,2,17-04-2
01300001K4,19/03/2013,SURVEYED,40,26,2,40-26-2
01300000S2,09/02/2007,SURVEYED,54,14,3,54-14-3
